Content,ID of source revision,Named Entity,Reference,Markup,Position (MathToken)
"""K""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,33
"""_""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,34
"""{""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,35
"""(""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,36
"""k""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,37
"""\""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,38
"""ell""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,39
""")""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,40
"""}""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,41
"""}""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,42
"""\""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,43
"""left""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,44
"""(""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,45
"""\""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,46
"""lambda""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,47
"""_""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,48
"""{""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,49
"""0i""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,50
"""}""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,51
"""+""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,52
"""\""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,53
"""mathbf""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,54
"""{""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,55
"""x""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,56
"""}""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,57
"""^""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,58
"""T""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,59
"""_""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,60
"""{""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,61
"""0i""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,62
"""}""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,63
"""(""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,64
"""[""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,65
"""\""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,66
"""delta""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,67
"""K""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,68
"""]""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,69
"""-""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,70
"""\""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,71
"""lambda""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,72
"""_""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,73
"""{""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,74
"""0i""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,75
"""}""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,76
"""[""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,77
"""\""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,78
"""delta""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,79
"""M""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,80
"""]""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,81
""")""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,82
"""\""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,83
"""mathbf""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,84
"""{""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,85
"""x""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,86
"""}""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,87
"""_""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,88
"""{""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,89
"""0i""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,90
"""}""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,91
"""\""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,92
"""right""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,93
""")""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,94
"""=""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,95
"""x""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,96
"""_""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,97
"""{""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,98
"""0i""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,99
"""(""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,100
"""k""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,101
""")""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,102
"""}""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,103
"""x""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,104
"""_""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,105
"""{""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,106
"""0i""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,107
"""(""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,108
"""\""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,109
"""ell""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,110
""")""",121741366,O,"\frac{\partial \lambda_i}{\partial K_{(k\ell)}} = \frac{\partial}{\partial
K_{(k\ell)}}\left(\lambda_{0i} + \mathbf{x}^T_{0i} ([\delta K] -
\lambda_{0i}[\delta M]) \mathbf{x}_{0i}\right) = x_{0i(k)} x_{0i(\ell)}
(2-\delta_k^\ell)",math,111
